id,pose rmsd,pocket rmsd,qs score,lddt-pli
4W9WA,5.9418005152867925,8.644461275152324,0.7038349465649337,0.7154581443237131
4XX9A,4.960148300716397,8.836220533341855,0.66104755570677,0.6726707534655494
4Y95B,5.193232269113741,7.19245236322607,0.6747397320624545,0.6863629298212339
4Y95C,5.406098766627329,5.60089974422418,0.6538321145030077,0.6654553122617871
4YO6D,5.373416906119892,5.875414562625496,0.6702374059954322,0.6818606037542116
4Z83E,4.609201448708616,10.25760825192721,0.6593034907466916,0.670926688505471
4Z9LA,4.1634915223496956,5.420385152495817,0.6806962488682583,0.6923194466270377
4ZHXC,5.958504420701634,4.997139896479644,0.6711347718423123,0.6827579696010917
5A14A,5.116880174593057,6.768898078469101,0.6700166866612792,0.6816398844200586
5CLPA,,,,
5CLPB,5.138695584789348,6.625233103772674,0.6787127811139975,0.6903359788727769
5CS6A,4.984033229923251,10.649878091789823,0.6704519978014926,0.682075195560272
5CSHA,5.252465874104548,5.816450555557033,0.687026215787009,0.6986494135457884
5CSHB,5.120948243853452,6.820969025824462,0.6554117837237717,0.6670349814825511
5CT0A,5.891651732655684,3.930118553087588,0.6688633361805318,0.6804865339393112
5CT0B,4.565538936805876,5.997542669399034,0.6776281971860203,0.6892513949447997
5CTPA,4.836880956598942,7.475462923298912,0.6769462205094484,0.6885694182682278
5CTPB,4.2802355416982225,5.55478584226601,0.6591443805785747,0.6707675783373541
5CU0A,,,,
5CU0B,5.332409256422571,3.794374944685624,0.6316779011144276,0.643301098873207
5CU2A,4.712924603403773,6.15738519467348,0.6996773883567661,0.7113005861155455
5CU2B,5.276119343442395,5.579513400926892,0.6864707925820508,0.6980939903408302
5CVFA,5.638304870147705,4.080105691825115,0.6514686416765663,0.6630918394353457
5CVHA,6.605492744438959,8.718683534593488,0.6984026310886686,0.710025828847448
5CVHB,6.2198920764505745,6.352612512330308,0.6617198964505885,0.6733430942093679
5CX9A,5.42837572581052,5.534953033422334,0.659337249040447,0.6709604467992264
5CX9B,5.773704884682733,6.9513241548492735,0.6591941782229035,0.6708173759816829
5DN3A,5.819760345258184,6.180267299651329,0.7014364956444847,0.7130596934032641
5DOSA,5.121411501155722,7.3042225275113,0.6783466349225334,0.6899698326813128
5DPVA,,,,
5DR2A,4.798270479976018,4.558271702206647,0.6782725026046909,0.6898957003634703
5DR6A,5.0877872754550415,9.311582374937952,0.6424729833615686,0.654096181120348
5DR9A,5.5825559378972995,10.796955627356827,0.6626058986817536,0.674229096440533
5DT4A,,,,
5EZVA,4.753203656567275,6.574450750907892,0.6953513631452084,0.7069745609039878
5EZVC,4.993930965763129,5.272713193548571,0.6695222377476919,0.6811454355064713
5F4NA,5.398886588181727,8.760853184710268,0.7146225759097123,0.7262457736684917
5FBNC,4.73380407397925,8.155148102395934,0.6791866160119303,0.6908098137707097
5FBND,4.636089947562189,8.796072013647997,0.6781472075132301,0.6897704052720095
5FBOA,,,,
5FP5A,5.1488236189426875,4.1047835270926365,0.663126595286639,0.6747497930454184
5FP6A,5.154429025298773,5.232563540442103,0.7076485633372217,0.7192717610960011
5GZ9A,4.547085236994898,7.04091782524599,0.7145550537829152,0.7261782515416946
5GZAA,5.583044510464158,6.481240385502695,0.6803745954523637,0.6919977932111431
5HEZA,4.076829872739016,4.993895739747869,0.6531688675273911,0.6647920652861705
5HEZB,6.051803845565272,5.1144132419078385,0.6375950381513358,0.6492182359101152
5HEZC,5.407177332939051,5.902010108051821,0.6945232490696956,0.706146446828475
5HEZD,7.03116691765699,6.3890411578250275,0.6834876133851905,0.6951108111439699
5HU9A,6.750463093044176,7.13806144922892,0.7067121254068138,0.7183353231655932
5ISOA,4.857441625450821,7.875173855085711,0.6478217585302287,0.6594449562890081
5ISOC,,,,
5IZJA,5.080687056014368,5.233898959113419,0.6553645048860095,0.6669877026447889
5IZJB,5.900267958561199,5.412221967343419,0.6706759814081202,0.6822991791668996
5J1WC,5.901450506321383,4.336248023566465,0.659331440232767,0.6709546379915464
5J5XA,5.054423500705685,12.314071651751625,0.651706332933763,0.6633295306925424
5KCVA,5.306898795486281,6.512409316157679,0.6539398016878946,0.665562999446674
5KQ5A,4.5648759757201285,7.649377857127571,0.6840119715763227,0.695635169335102
5LVOA,5.216953656136517,8.399136536057249,0.6781836360877211,0.6898068338465005
5M0LA,6.113846833173738,6.555965079102324,0.7025526915117241,0.7141758892705035
5MHIA,5.180509763621626,6.104074192094082,0.6753776105162685,0.687000808275048
5MMFA,4.97814938381449,6.627475364581645,0.6636961714397932,0.6753193691985726
5MMRA,4.49622696063942,6.656140694973679,0.6708147398874803,0.6824379376462597
5MMRB,4.541046619672749,7.951961230749963,0.6223397902489799,0.6339629880077593
5MO4A,5.6055645273437085,7.792066810415362,0.6591805115580651,0.6708037093168445
5MO6A,,,,
5MO7A,5.279741925068207,9.825110986772415,0.6738709542697497,0.6854941520285291
5MODA,5.784072497106089,4.328114548282697,0.630430904344315,0.6420541021030944
5MOEA,6.460852046616977,6.512983186311939,0.7043149442702961,0.7159381420290755
5MOEB,5.037803391160838,5.0870306538003565,0.6641650508843411,0.6757882486431205
5MOTA,4.7076185555394865,6.967736031220553,0.6762123518921597,0.6878355496509391
5MP8A,5.186290314235313,5.18299385553021,0.7065915616917424,0.7182147594505218
5MP8B,4.753689019457046,6.035363367471016,0.6436716219994084,0.6552948197581878
5MPJA,4.130810717207514,5.6993751143201,0.6978969185364408,0.7095201162952202
5N1GA,5.3469515894286666,5.310371647112937,0.7037611074555847,0.7153843052143641
5N1KA,5.533532794880801,6.325863429161337,0.663840425165023,0.6754636229238024
5N1NA,6.236205639832842,7.340784622515184,0.6760768027944944,0.6877000005532738
5N32A,3.7629390609433684,4.569687663503244,0.6663346663475089,0.6779578641062883
5N37A,4.060560875755818,6.647884144220338,0.6557120331235129,0.6673352308822923
5N3FA,5.174103018308174,7.825822303591711,0.6762515166389587,0.6878747143977381
5N3GA,5.34206608680638,6.962167464627999,0.6868110999814824,0.6984342977402618
5N3IA,5.357526816182673,4.772437557152947,0.6730348385519384,0.6846580363107178
5N3KA,5.107696327357906,7.076322471862931,0.6494869825823465,0.6611101803411259
5N3NA,,,,
5N3OA,4.536957087089591,6.595963375485862,0.6938187756832053,0.7054419734419847
5N3QA,4.794805710757736,7.014834709270261,0.6867385537957258,0.6983617515545052
5N3RA,4.978404003797402,4.013885984486561,0.6761323687204709,0.6877555664792503
5N3TA,,,,
5N63A,5.830720307308819,5.103090374670161,0.6801188115228988,0.6917420092816782
5N64A,6.268136075514865,5.507307342074189,0.6861186771710099,0.6977418749297893
5N65A,5.1714451916016335,4.897805757947773,0.7112992216184518,0.7229224193772312
5N66A,5.5031489906980555,6.599973387941485,0.6987273044253178,0.7103505021840972
5N67A,6.248997427592557,6.374932996684151,0.6760000042638397,0.6876232020226191
5N68A,5.35959383652973,5.945045009774616,0.6662556895552223,0.6778788873140017
5NQCA,,,,
5O1SA,5.216093605756697,6.600245594705128,0.6287775057406312,0.6404007034994106
5O8UA,5.488150179964037,5.3608332327052794,0.6518324758788976,0.663455673637677
5O8VA,3.8536196937227962,5.030292786379173,0.6469641437564816,0.658587341515261
5OBJA,5.1553898329659225,6.16196409083189,0.6355580183017314,0.6471812160605108
5OBRA,6.037507646454215,7.14578630182622,0.669539915811845,0.6811631135706244
5OO0A,,,,
5OQUA,6.087114140759787,7.048489351465565,0.6233464588032352,0.6349696565620147
5ORHA,5.037097411288236,5.0590263123358605,0.6596346442392383,0.6712578419980177
5ORHB,4.674353251006346,5.683134968706517,0.6893182889224009,0.7009414866811803
5ORJA,,,,
5ORJB,7.307940505954046,7.930118495926799,0.6838714083922605,0.6954946061510399
5ORKA,4.137343299906475,9.468388948512438,0.6909652041745097,0.7025884019332891
5ORLA,5.908940255902757,6.718309091317727,0.6750206230973651,0.6866438208561445
5ORNA,4.8187244714063135,6.979510967264785,0.6906474108293845,0.7022706085881639
5OROA,5.370849243110849,6.495879524628653,0.6894137586621191,0.7010369564208985
5ORPA,4.280903423046451,6.967238935739249,0.6664633990196396,0.678086596778419
5ORRA,,,,
5ORSA,,,,
5ORTA,5.239103024287108,5.75553504080913,0.6841025016770697,0.695725699435849
5ORVA,4.429384360604074,5.6267062207933805,0.6243209779110019,0.6359441756697813
5ORWA,5.421406439703859,6.41356577005353,0.7011593272712974,0.7127825250300768
5ORXA,5.194025655437614,6.50777553498965,0.6446040284738265,0.6562272262326059
5ORYA,5.175772814731799,8.879748276026,0.7278537624237225,0.7394769601825019
5ORZA,6.618733145821245,4.841631686041819,0.6805093951364746,0.692132592895254
5OS0A,5.692548652563169,6.00736264892611,0.6456562444395479,0.6572794421983273
5OS1A,4.528877296237352,5.28678121405602,0.656786104939124,0.6684093026979034
5OS2A,5.711192212770917,5.036889048412029,0.6839456949317414,0.6955688926905208
5OS3A,5.0369236433097955,6.55693425739194,0.6731597978677643,0.6847829956265437
5OS4A,,,,
5OS5A,5.109028086394296,6.14470156356554,0.6569528730415912,0.6685760708003706
5OS6A,4.16198152370542,6.238773626425104,0.6950465525291313,0.7066697502879107
5OS7A,4.736769752428731,5.1537727271361575,0.693382750771478,0.7050059485302574
5OS7B,4.775600717279808,6.309087573019444,0.6942130260745462,0.7058362238333256
5OS8A,4.561516310438111,4.404804146465463,0.6934361091598141,0.7050593069185935
5OSDA,5.422919070189504,5.059556535074158,0.69380806392623,0.7054312616850094
5OSEA,4.804561360418522,8.417617564768392,0.6689343687077529,0.6805575664665323
5OSFA,,,,
5OSJA,4.9335886183651025,4.837996598281305,0.6491419738285995,0.6607651715873789
5OSLA,3.83653504671659,5.126981563297046,0.6578042247963289,0.6694274225551083
5OSPA,4.7763154409403485,8.578418810822864,0.7024407809751912,0.7140639787339707
5OSRA,4.890086281114402,8.573297807716791,0.6779300324743999,0.6895532302331793
5OSUA,5.298356306774928,3.8833315296189808,0.6765102595310876,0.688133457289867
5OSZA,5.301468697711814,7.512017601051864,0.675962461540434,0.6875856592992134
5OT5A,6.3192629899173225,7.922982687575603,0.701704767424654,0.7133279651834334
5OT5B,4.952345906440122,5.621919760158165,0.6905996462140949,0.7022228439728743
5OT6A,5.351963185483307,5.831514712103433,0.6900591740079378,0.7016823717667172
5OTDA,5.468256073163027,4.823554999034745,0.6760125354408847,0.6876357331996641
5OTDB,,,,
5OTHA,5.325753244590106,6.094216836323911,0.6445988975920871,0.6562220953508665
5OTHB,5.073790081980106,10.403718082373835,0.6722831361862819,0.6839063339450613
5OTLA,4.713939904630996,6.619616624186422,0.6437926909211362,0.6554158886799156
5OTLB,4.901655140560081,5.732398143883667,0.6571137525976457,0.6687369503564251
5OTOA,5.480323336176855,7.154613515807149,0.661059026945716,0.6726822247044955
5OTOB,3.8931503068381925,4.992980441776116,0.6477064296430075,0.6593296274017869
5OTQA,5.6286785023466335,5.194240358001264,0.6562954453492285,0.6679186431080079
5OTRA,5.585452938202285,5.29216832035063,0.6305178707575709,0.6421410685163503
5OTSA,5.369846278044794,6.273232898825659,0.6603525964388508,0.6719757941976302
5OTZA,5.4552437398411895,4.928997299338704,0.665427436094406,0.6770506338531854
5OUEA,5.325594788067142,7.255323925220899,0.6850648995174354,0.6966880972762148
5OUEB,5.000484813617625,4.502651539550688,0.6488834915168233,0.6605066892756027
5OULA,5.37702303019289,4.667558964338318,0.6216149158525708,0.6332381136113502
5OUMA,6.628869472969003,11.131766583608897,0.6566349545373054,0.6682581522960848
5OUUA,4.755296170426453,6.8476369332170375,0.6658416007757203,0.6774647985344997
5OUUB,,,,
5OYFA,6.728059765126873,7.051516817141205,0.6638404404181006,0.67546363817688
5R8VA,6.116951951623874,6.7016647709648165,0.6380722528031766,0.649695450561956
5R8WA,5.71277153110194,6.955253043163078,0.6594984495688886,0.671121647327668
5R8XA,5.939564751123981,5.1679466012371496,0.6731157622622741,0.6847389600210535
5R9AA,5.360611569217254,5.652791885632977,0.6677361767321068,0.6793593744908862
5R9BA,6.165427170331901,7.343546476223136,0.6817095716662737,0.6933327694250531
5R9GA,4.832876190609947,6.01322325935347,0.6414717533897759,0.6530949511485553
5R9HA,5.460091817420985,5.530637438054944,0.6389517115675729,0.6505749093263523
5R9MA,6.082735967176872,7.965255091832844,0.6529311496559407,0.6645543474147201
5R9OA,,,,
5R9SA,5.5982914726436634,5.454260251416607,0.6535427019203407,0.6651658996791201
5R9TA,4.755181821414554,4.397371616919278,0.662962103309941,0.6745853010687204
5R9VA,6.038490160847765,4.763306298634494,0.706475759220512,0.7180989569792914
5R9XA,5.187982429606502,9.091017767711943,0.6531337150045562,0.6647569127633356
5R9ZA,4.838364615700704,7.91388219088198,0.6707157530868131,0.6823389508455925
5RA3A,4.760624969291821,5.626881658833679,0.689022584972904,0.7006457827316834
5RA4A,5.294290305164062,6.7183083542808175,0.6763483315689846,0.687971529327764
5RA5A,5.379548936293053,8.999587358750777,0.6636333133967615,0.6752565111555409
5S75A,6.171258438996694,3.9643825943778386,0.653124762106914,0.6647479598656933
5S75B,6.941302653643578,4.491613201618822,0.6933264558712408,0.7049496536300202
5S76A,4.586705163192039,4.342751752990463,0.6705880585844456,0.682211256343225
5S77A,5.833011349576888,6.033350264780742,0.67890010269789,0.6905233004566694
5S78A,5.343770556250049,5.163601295416041,0.6811006861682573,0.6927238839270367
5S79A,4.921157394392071,5.04134432631276,0.652458914223754,0.6640821119825334
5S7AA,5.0620095510622365,8.274167937435678,0.6484689663907703,0.6600921641495497
5S7AB,6.013869239536052,6.7292219129450705,0.7010458331125707,0.7126690308713501
5S7BA,5.221380975579723,6.374179917654771,0.6626191952958648,0.6742423930546442
5S7BB,4.990031506422263,5.763866082846636,0.6713815180680813,0.6830047158268607
5S7CA,4.558700120493351,8.443542867058419,0.654541612843324,0.6661648106021034
5S7CB,5.02006159670577,7.995825003856505,0.6902134913045441,0.7018366890633235
5S7DA,5.908444150600433,6.079043017856712,0.6297390927005663,0.6413622904593457
5S7DB,4.884678840960286,8.139420133867723,0.6887903577609421,0.7004135555197215
5S7EA,4.971790881404563,6.407988811609594,0.6747816453781836,0.686404843136963
5S7EB,,,,
5S7FA,6.184082408915555,7.7786779092809715,0.6606619542109154,0.6722851519696948
5S7FB,5.521197972912247,5.533156961795037,0.6849121565206231,0.6965353542794025
5S7GA,5.558342810332751,4.568628501595233,0.6670880450855556,0.678711242844335
5S7HA,5.271682613275417,3.753338263624955,0.6795084564312345,0.6911316541900139
5S7IA,4.554415203510827,5.4684874507145045,0.6599141486052373,0.6715373463640167
5S7IB,5.4967716416786425,7.466302081893386,0.6364119190737341,0.6480351168325135
5S7JA,5.158644757029663,7.201676367516225,0.6806095786614139,0.6922327764201933
5S7KA,4.988933657268176,6.900486338909299,0.6786745528570035,0.6902977506157829
5S7KB,4.765156680217681,6.491820968629593,0.69582420454505,0.7074474023038294
5S7LA,4.60546759985939,6.895358031626696,0.6855840051705269,0.6972072029293063
5S7LB,,,,
5S7MA,4.264341748723347,6.376077738600049,0.6753152548067178,0.6869384525654972
5S7MB,4.985934441703349,6.6275400131774065,0.709689238238761,0.7213124359975404
5S7NA,5.039092042338549,8.472684630028205,0.6781972677753921,0.6898204655341715
5S7NB,5.777717412753538,7.074027807599255,0.6350181634013368,0.6466413611601162
5S7OA,5.488529823084263,8.443547096943398,0.6597470626370125,0.671370260395792
5S7PA,4.904186781563914,5.124768435598096,0.694938995466356,0.7065621932251354
5S7QA,4.003502152933067,8.741280440289877,0.6520420825634408,0.6636652803222202
5S7QB,4.983245282792233,4.869054663167971,0.6893899027334764,0.7010131004922558
5S7RA,5.114342757191772,5.460958354052004,0.67227763463198,0.6839008323907594
5S7RB,7.087359125304194,5.683707419375654,0.6810197669746962,0.6926429647334756
5S7SA,5.220155278507916,7.176557044760507,0.660734748797434,0.6723579465562134
5S7SB,4.650355609062495,7.9843285383950775,0.68601733283097,0.6976405305897494
5S7TA,5.154938113834668,9.205918877418839,0.6442261575551763,0.6558493553139557
5S7TB,5.213729442306425,5.837917983779693,0.6583202062092806,0.66994340396806
5S7UA,5.49127336587554,6.598462813680887,0.662683365657053,0.6743065634158324
5S7UB,5.861298244322106,5.49909655325823,0.6647467548173855,0.676369952576165
5S7VA,6.277972465566012,4.22988113527759,0.6565422574049584,0.6681654551637378
5S7VB,5.978249549395135,5.799823198687369,0.6786146867918105,0.6902378845505899
5S7WA,5.337609415785821,5.779303783788169,0.6403821720473261,0.6520053698061055
5S7XA,6.559075717112539,4.737390624398134,0.6745378248533102,0.6861610226120896
5S7XB,4.7524373296787426,5.103663243962317,0.6770728880534391,0.6886960858122185
5S7YA,6.311779218584337,5.024568094498647,0.6849948965644146,0.696618094323194
5S7YB,6.072176925507929,5.683132696680864,0.6558522234265495,0.6674754211853289
5S7ZA,4.916186804176519,5.330753472004698,0.6934054445680667,0.7050286423268461
5S7ZB,4.156181485399044,5.51883019201335,0.6636290970708846,0.675252294829664
5S80A,4.5948051562796515,4.359099777102641,0.6410821457307662,0.6527053434895456
5S80B,4.4053923281306195,7.305300875937563,0.6716615656973752,0.6832847634561546
5S81A,4.975531002335684,9.609008574058109,0.6547209985666176,0.666344196325397
5S81B,5.5369883463878145,6.19659398018686,0.6837498742558482,0.6953730720146276
5S82A,6.375239680185657,7.849913084483182,0.652864197088719,0.6644873948474984
5S82B,6.002884016358192,7.521984202325882,0.6677263664178178,0.6793495641765972
5S83A,4.949134996689498,4.194332553740427,0.6881715367641932,0.6997947345229726
5S84A,6.24777293916184,4.5135511116646825,0.6651933549162591,0.6768165526750385
5S85A,4.944899533445338,7.080037663714362,0.6184177837888651,0.6300409815476445
5S85B,4.983325912979585,5.919034344822634,0.6598711219714336,0.671494319730213
5S86A,4.040728278704054,6.103776984203828,0.6472589891810933,0.6588821869398727
5S86B,5.659629739499535,5.568729219985621,0.710186348732354,0.7218095464911334
5S87A,5.73746161633959,6.191304201420762,0.6639532533121939,0.6755764510709733
5S87B,5.211081735726744,7.029715608738809,0.6946699644911559,0.7062931622499353
5S88A,5.156625144126266,8.855867148678485,0.6945169121911453,0.7061401099499247
5S88B,5.01672557148622,7.438082910518912,0.6552974449913,0.6669206427500795
5S89A,6.310783873752851,4.79168958255993,0.7209125766042558,0.7325357743630352
5S8AA,,,,
5S8AB,4.038602893589045,6.421210057254786,0.6883995717241954,0.7000227694829748
5S8BA,,,,
5S8BB,,,,
5S9KA,5.749109038929727,4.7535321266686354,0.6759016255008097,0.6875248232595891
5UFUA,5.43950172573019,5.044047623142522,0.6797345671537905,0.69135776491257
5WP1A,4.937866883390079,6.184648680871461,0.6764796712592541,0.6881028690180335
5X2AA,5.157806621617987,4.9784342264692745,0.6588730492435465,0.6704962470023259
5Y80A,5.125525633291925,4.1350717953533564,0.665712973894845,0.6773361716536244
6B1UA,,,,
6B1UC,5.004773330100018,6.869530024572453,0.6828449582979442,0.6944681560567236
6B2EA,5.125019334993188,6.326238939057088,0.70274569145385,0.7143688892126294
6B2QA,5.037192083407886,4.834969926674988,0.676772914968441,0.6883961127272205
6C9FA,,,,
6C9GA,4.642832806307401,4.7327068101762455,0.6811729536882992,0.6927961514470786
6C9HA,5.70926824904491,5.3928054170780895,0.6754741914673299,0.6870973892261093
6C9JA,5.890334419200374,4.990988346048359,0.6925632168093059,0.7041864145680853
6D1ZA,6.0483967962025895,6.463470792414186,0.6767684438396144,0.6883916415983938
6D20A,6.114818926784916,6.354190171306332,0.6782215295586478,0.6898447273174272
6DKGA,4.499416601834611,4.613090334260275,0.6709492857463101,0.6825724835050895
6DKIA,4.768459966828931,6.208726072113188,0.6506888350643103,0.6623120328230897
6E4TA,4.852523012687762,6.663667043570437,0.6778833040204193,0.6895065017791987
6E4UA,5.754526346980595,7.114662774006867,0.6714467859748611,0.6830699837336405
6E4WA,6.3591288518499764,5.5009240923159295,0.6688115393798444,0.6804347371386238
6EHUA,6.054430151302989,4.0330313617804885,0.7050104959053258,0.7166336936641052
6EHUB,6.3667069349624645,4.669334646268132,0.6859746427668342,0.6975978405256136
6EIIA,4.748522580454135,5.325066898586322,0.6461796685112975,0.6578028662700769
6EIIB,5.174779131257433,5.151236116139227,0.6707987835611998,0.6824219813199792
6EMHA,6.275798161889786,5.0498093396831605,0.6650738134824802,0.6766970112412596
6EMHB,,,,
6EQ9A,5.46816737376555,6.777840872310886,0.6819308903087694,0.6935540880675488
6FDYU,5.878280847426757,4.076703216295461,0.6879822228389492,0.6996054205977286
6FVFA,5.565707946047962,5.725074965263851,0.6477371010448651,0.6593602988036446
6FVGA,4.306007728269351,5.007286720112076,0.6764193042353681,0.6880425019941475
6G76A,5.331740606840305,6.6023056808857605,0.6751760658614194,0.6867992636201988
6G77A,5.09586649586394,6.83396813661789,0.6872575257990953,0.6988807235578747
6G77B,5.7166353326375985,5.665810436303184,0.6493866561254472,0.6610098538842266
6G8XA,4.027538348549231,10.694531605553827,0.6445347969908088,0.6561579947495882
6GESA,5.702331993411545,5.0159830654078865,0.658753585802606,0.6703767835613854
6GIHA,5.211362870425668,8.266083737095848,0.657884253011964,0.6695074507707434
6GMDA,,,,
6GMDB,6.27536296301052,6.359283425237316,0.6527616073756846,0.664384805134464
6HD4A,5.304871662928479,7.443203655923253,0.6792499202351417,0.6908731179939211
6HD4B,5.535512489907679,6.267956512944822,0.6546416988679592,0.6662648966267386
